Mod:Item:MetaData, Localized Name
extrautils2:creativechest, Creative Chest
extrautils2:creativeenergy, Creative Energy Source
extrautils2:creativeharvest, Creative Harvest
extrautils2:trowel, Trowel
extrautils2:biomemarker, Biome Marker
extrautils2:terraformer:0, Terraformer
extrautils2:terraformer:1, Antenna
extrautils2:terraformer:2, Humidifier
extrautils2:terraformer:3, Dehumidifier
extrautils2:terraformer:4, Heater
extrautils2:terraformer:5, Cooler
extrautils2:terraformer:6, Dehostilifier
extrautils2:terraformer:7, Magic Absorbtion
extrautils2:terraformer:8, Magic Infuser
extrautils2:terraformer:9, Climograph Base Unit
extrautils2:trashchest, Trash Chest
extrautils2:opinium:0, Opinium Core (Pathetic)
extrautils2:opinium:1, Opinium Core (Mediocre)
extrautils2:opinium:2, Opinium Core (Passable)
extrautils2:opinium:3, Opinium Core (Decent)
extrautils2:opinium:4, Opinium Core (Good)
extrautils2:opinium:5, Opinium Core (Damn Good)
extrautils2:opinium:6, Opinium Core (Amazing)
extrautils2:opinium:7, Opinium Core (Inspiring)
extrautils2:opinium:8, Opinium Core (Perfected)
extrautils2:lawsword, Kikoku
extrautils2:flattransfernode:0, Flat Transfer Node (Items)
extrautils2:flattransfernode:1, Flat Transfer Node (Fluids)
extrautils2:analogcrafter, Analog Crafter
extrautils2:decorativebedrock:0, Bedrock Bricks
extrautils2:decorativebedrock:1, Bedrock Slabs
extrautils2:decorativebedrock:2, Bedrock Cobblestone
extrautils2:compoundbow, Compound Bow
extrautils2:fireaxe, Fire Axe
extrautils2:interactionproxy, Ender Porcupine
extrautils2:luxsaber:0, Lux Saber
extrautils2:luxsaber:0, Lux Saber
extrautils2:luxsaber:1, Lux Saber
extrautils2:luxsaber:1, Lux Saber
extrautils2:luxsaber:2, Lux Saber
extrautils2:luxsaber:2, Lux Saber
extrautils2:luxsaber:3, Lux Saber
extrautils2:luxsaber:3, Lux Saber
extrautils2:luxsaber:4, Lux Saber
extrautils2:luxsaber:4, Lux Saber
extrautils2:luxsaber:5, Lux Saber
extrautils2:luxsaber:5, Lux Saber
extrautils2:luxsaber:6, Lux Saber
extrautils2:luxsaber:6, Lux Saber
extrautils2:luxsaber:7, Lux Saber
extrautils2:luxsaber:7, Lux Saber
extrautils2:ironwood_leaves:0, Ferrous-Juniper Leaves
extrautils2:ironwood_leaves:1, Burnt Ferrous-Juniper Leaves
extrautils2:ironwood_log:0, Ferrous-Juniper Log
extrautils2:ironwood_log:1, Ferrous-Juniper Log
extrautils2:ironwood_sapling:0, Ferrous-Juniper Sapling
extrautils2:ironwood_sapling:1, Dead Ferrous-Juniper Sapling
extrautils2:ironwood_planks:0, Ferrous-Juniper Planks
extrautils2:ironwood_planks:1, Raw Ferrous-Juniper Planks
microblockcbe:saw_stone, Stone Saw
microblockcbe:saw_iron, Iron Saw
microblockcbe:saw_diamond, Diamond Saw
microblockcbe:stone_rod, Stone Rod
openblocks:ladder, Jaded Ladder
openblocks:guide, Building Guide
openblocks:builder_guide, Enhanced Building Guide
openblocks:elevator:0, Elevator
openblocks:elevator:1, Elevator
openblocks:elevator:2, Elevator
openblocks:elevator:3, Elevator
openblocks:elevator:4, Elevator
openblocks:elevator:5, Elevator
openblocks:elevator:6, Elevator
openblocks:elevator:7, Elevator
openblocks:elevator:8, Elevator
openblocks:elevator:9, Elevator
openblocks:elevator:10, Elevator
openblocks:elevator:11, Elevator
openblocks:elevator:12, Elevator
openblocks:elevator:13, Elevator
openblocks:elevator:14, Elevator
openblocks:elevator:15, Elevator
openblocks:elevator_rotating:0, Rotating Elevator
openblocks:elevator_rotating:1, Rotating Elevator
openblocks:elevator_rotating:2, Rotating Elevator
openblocks:elevator_rotating:3, Rotating Elevator
openblocks:elevator_rotating:4, Rotating Elevator
openblocks:elevator_rotating:5, Rotating Elevator
openblocks:elevator_rotating:6, Rotating Elevator
openblocks:elevator_rotating:7, Rotating Elevator
openblocks:elevator_rotating:8, Rotating Elevator
openblocks:elevator_rotating:9, Rotating Elevator
openblocks:elevator_rotating:10, Rotating Elevator
openblocks:elevator_rotating:11, Rotating Elevator
openblocks:elevator_rotating:12, Rotating Elevator
openblocks:elevator_rotating:13, Rotating Elevator
openblocks:elevator_rotating:14, Rotating Elevator
openblocks:elevator_rotating:15, Rotating Elevator
openblocks:heal, Healer
openblocks:target, Target
openblocks:grave, Grave
openblocks:flag:5, Flag
openblocks:tank, Tank
openblocks:trophy, Trophy
openblocks:beartrap, Bear Trap
openblocks:sprinkler, Sprinkler
openblocks:cannon, Item Cannon
openblocks:vacuum_hopper, Vacuum Hopper
openblocks:sponge, Sponge
openblocks:big_button, Stone Big Button
openblocks:big_button_wood, Wooden Big Button
openblocks:imaginary:0, Magic Pencil
openblocks:imaginary:1, Magic Crayon
openblocks:imaginary:1, Magic Crayon
openblocks:imaginary:1, Magic Crayon
openblocks:imaginary:1, Magic Crayon
openblocks:imaginary:1, Magic Crayon
openblocks:imaginary:1, Magic Crayon
openblocks:imaginary:1, Magic Crayon
openblocks:imaginary:1, Magic Crayon
openblocks:imaginary:1, Magic Crayon
openblocks:imaginary:1, Magic Crayon
openblocks:imaginary:1, Magic Crayon
openblocks:imaginary:1, Magic Crayon
openblocks:imaginary:1, Magic Crayon
openblocks:imaginary:1, Magic Crayon
openblocks:imaginary:1, Magic Crayon
openblocks:imaginary:1, Magic Crayon
openblocks:fan, Fan
openblocks:xp_bottler, XP Bottler
openblocks:village_highlighter, Village Highlighter
openblocks:path, Path
openblocks:auto_anvil, Auto Anvil
openblocks:auto_enchantment_table, Auto Enchantment Table
openblocks:xp_drain, XP Drain
openblocks:block_breaker, Block Breaker
openblocks:block_placer, Block Placer
openblocks:item_dropper, Item Dropper
openblocks:rope_ladder, Rope Ladder
openblocks:donation_station, Donation Station
openblocks:paint_mixer, Paint Mixer
openblocks:canvas, Canvas
openblocks:paint_can, Paint Can
openblocks:canvas_glass, Canvas
openblocks:projector, Height Map Projector
openblocks:drawing_table, Drawing Table
openblocks:sky:0, Sky Block
openblocks:sky:1, Sky Block
openblocks:xp_shower, XP Shower
openblocks:golden_egg, Golden Egg
openblocks:scaffolding, Scaffolding
openblocks:hang_glider, Hang Glider
openblocks:generic:0, Glider Wing
openblocks:generic:1, Beam
openblocks:generic:2, Crane Engine
openblocks:generic:3, Crane Magnet
openblocks:generic:5, Line
openblocks:generic:6, Map Controller Module
openblocks:generic:7, Map Memory Module
openblocks:generic:9, Assistant's base
openblocks:generic:10, Unprepared Stencil
openblocks:generic:11, Sketching Pencil
openblocks:luggage, Luggage
openblocks:sonic_glasses, Sonic Glasses
openblocks:pencil_glasses:0, Pencil Glasses
openblocks:crayon_glasses:0, Crayon Glasses
openblocks:crayon_glasses:0, Crayon Glasses
openblocks:crayon_glasses:0, Crayon Glasses
openblocks:crayon_glasses:0, Crayon Glasses
openblocks:crayon_glasses:0, Crayon Glasses
openblocks:crayon_glasses:0, Crayon Glasses
openblocks:crayon_glasses:0, Crayon Glasses
openblocks:crayon_glasses:0, Crayon Glasses
openblocks:crayon_glasses:0, Crayon Glasses
openblocks:crayon_glasses:0, Crayon Glasses
openblocks:crayon_glasses:0, Crayon Glasses
openblocks:crayon_glasses:0, Crayon Glasses
openblocks:crayon_glasses:0, Crayon Glasses
openblocks:crayon_glasses:0, Crayon Glasses
openblocks:crayon_glasses:0, Crayon Glasses
openblocks:crayon_glasses:0, Crayon Glasses
openblocks:technicolor_glasses:0, Amazing Technicolor Glasses
openblocks:serious_glasses:0, Badass Glasses
openblocks:crane_control, Crane Control
openblocks:crane_backpack, Crane Backpack
openblocks:slimalyzer, Slimalyzer
openblocks:xp_bucket, XP Bucket
openblocks:sleeping_bag, Sleeping Bag
openblocks:paintbrush, Paint Brush
openblocks:stencil:0, Stencil
openblocks:stencil:1, Stencil
openblocks:stencil:2, Stencil
openblocks:stencil:3, Stencil
openblocks:stencil:4, Stencil
openblocks:stencil:5, Stencil
openblocks:stencil:6, Stencil
openblocks:stencil:7, Stencil
openblocks:stencil:8, Stencil
openblocks:stencil:9, Stencil
openblocks:stencil:10, Stencil
openblocks:stencil:11, Stencil
openblocks:stencil:12, Stencil
openblocks:stencil:13, Stencil
openblocks:stencil:14, Stencil
openblocks:squeegee, Squeegee
openblocks:empty_map, Empty Map
openblocks:cartographer:0, Cartographer
openblocks:tasty_clay, Tasty Clay
openblocks:golden_eye, Golden eye
openblocks:generic_unstackable:0, Pointer
openblocks:cursor, Cursor
openblocks:info_book, World Domination with OpenBlocks
openblocks:dev_null, /dev/null
openblocks:sponge_on_a_stick, Sponge
openblocks:pedometer, Pedometer
openblocks:epic_eraser, Epic Eraser
openblocks:wrench, Big Metal Bar
openblocks:glyph:32, ' ' Glyph
openblocks:glyph:48, '0' Glyph
openblocks:glyph:49, '1' Glyph
openblocks:glyph:50, '2' Glyph
openblocks:glyph:51, '3' Glyph
openblocks:glyph:52, '4' Glyph
openblocks:glyph:53, '5' Glyph
openblocks:glyph:54, '6' Glyph
openblocks:glyph:55, '7' Glyph
openblocks:glyph:56, '8' Glyph
openblocks:glyph:57, '9' Glyph
openblocks:glyph:65, 'A' Glyph
openblocks:glyph:66, 'B' Glyph
openblocks:glyph:67, 'C' Glyph
openblocks:glyph:68, 'D' Glyph
openblocks:glyph:69, 'E' Glyph
openblocks:glyph:70, 'F' Glyph
openblocks:glyph:71, 'G' Glyph
openblocks:glyph:72, 'H' Glyph
openblocks:glyph:73, 'I' Glyph
openblocks:glyph:74, 'J' Glyph
openblocks:glyph:75, 'K' Glyph
openblocks:glyph:76, 'L' Glyph
openblocks:glyph:77, 'M' Glyph
openblocks:glyph:78, 'N' Glyph
openblocks:glyph:79, 'O' Glyph
openblocks:glyph:80, 'P' Glyph
openblocks:glyph:81, 'Q' Glyph
openblocks:glyph:82, 'R' Glyph
openblocks:glyph:83, 'S' Glyph
openblocks:glyph:84, 'T' Glyph
openblocks:glyph:85, 'U' Glyph
openblocks:glyph:86, 'V' Glyph
openblocks:glyph:87, 'W' Glyph
openblocks:glyph:88, 'X' Glyph
openblocks:glyph:89, 'Y' Glyph
openblocks:glyph:90, 'Z' Glyph
openblocks:glyph:97, 'a' Glyph
openblocks:glyph:98, 'b' Glyph
openblocks:glyph:99, 'c' Glyph
openblocks:glyph:100, 'd' Glyph
openblocks:glyph:101, 'e' Glyph
openblocks:glyph:102, 'f' Glyph
openblocks:glyph:103, 'g' Glyph
openblocks:glyph:104, 'h' Glyph
openblocks:glyph:105, 'i' Glyph
openblocks:glyph:106, 'j' Glyph
openblocks:glyph:107, 'k' Glyph
openblocks:glyph:108, 'l' Glyph
openblocks:glyph:109, 'm' Glyph
openblocks:glyph:110, 'n' Glyph
openblocks:glyph:111, 'o' Glyph
openblocks:glyph:112, 'p' Glyph
openblocks:glyph:113, 'q' Glyph
openblocks:glyph:114, 'r' Glyph
openblocks:glyph:115, 's' Glyph
openblocks:glyph:116, 't' Glyph
openblocks:glyph:117, 'u' Glyph
openblocks:glyph:118, 'v' Glyph
openblocks:glyph:119, 'w' Glyph
openblocks:glyph:120, 'x' Glyph
openblocks:glyph:121, 'y' Glyph
openblocks:glyph:122, 'z' Glyph
railcraft:creosote, Creosote
railcraft:steam, Steam
railcraft:tool_crowbar_iron, Iron Crowbar
railcraft:tool_crowbar_steel, Steel Crowbar
railcraft:tool_axe_steel, Steel Axe
railcraft:tool_hoe_steel, Steel Hoe
railcraft:tool_pickaxe_steel, Steel Pickaxe
railcraft:tool_shears_steel, Steel Shears
railcraft:tool_shovel_steel, Steel Shovel
railcraft:tool_sword_steel, Steel Sword
railcraft:armor_helmet_steel, Steel Helmet
railcraft:armor_chestplate_steel, Steel Chestplate
railcraft:armor_leggings_steel, Steel Leggings
railcraft:armor_boots_steel, Steel Boots
railcraft:tool_magnifying_glass, Magnifying Glass
railcraft:armor_goggles, Trackman's Goggles
railcraft:armor_overalls, Engineer's Overalls
railcraft:tool_notepad, Trackman's Notepad
railcraft:rail:0, Standard Rail
railcraft:rail:1, Advanced Rail
railcraft:rail:2, Wooden Rail
railcraft:rail:3, H.S. Rail
railcraft:rail:4, Reinforced Rail
railcraft:rail:5, Electric Rail
railcraft:tie:0, Wooden Tie
railcraft:tie:1, Stone Tie
railcraft:rebar, Rebar
railcraft:cart_spawner:0, Spawner Cart
railcraft:detector:0, Cart Detector - Item
railcraft:detector:1, Cart Detector - Any
railcraft:detector:2, Cart Detector - Empty
railcraft:detector:3, Cart Detector - Mob
railcraft:detector:4, Cart Detector - Player
railcraft:detector:5, Cart Detector - Animal
railcraft:detector:6, Cart Detector - Tank
railcraft:detector:7, Cart Detector - Advanced
railcraft:detector:8, Cart Detector - Age
railcraft:detector:9, Cart Detector - Train
railcraft:detector:10, Cart Detector - Sheep
railcraft:detector:11, Cart Detector - Villager
railcraft:detector:12, Cart Detector - Locomotive
railcraft:detector:13, Cart Detector - Routing
railcraft:manipulator:0, Item Loader
railcraft:manipulator:1, Item Unloader
railcraft:manipulator:2, Adv. Item Loader
railcraft:manipulator:3, Adv. Item Unloader
railcraft:manipulator:4, Fluid Loader
railcraft:manipulator:5, Fluid Unloader
railcraft:manipulator:6, Ic2 EU Loader
railcraft:manipulator:7, Ic2 EU Unloader
railcraft:manipulator:10, Redstone Flux Loader
railcraft:manipulator:11, Redstone Flux Unloader
railcraft:manipulator:8, Cart Dispenser
railcraft:manipulator:9, Train Dispenser
railcraft:equipment:0, Manual Rolling Machine
railcraft:equipment:1, Powered Rolling Machine
railcraft:equipment:2, Feed Station
railcraft:equipment:3, Smoker
railcraft:trade_station:0, Trade Station
railcraft:force_track_emitter, Force Track Emitter
railcraft:track_force, Force Track
railcraft:filter_blank, Blank Filter
railcraft:filter_type, Item Type Filter
railcraft:filter_ore_dict, Ore Dictionary Filter
railcraft:bore:0, Tunnel Bore
railcraft:borehead_bronze, Bronze Bore Head
railcraft:borehead_iron, Iron Bore Head
railcraft:borehead_steel, Steel Bore Head
railcraft:borehead_diamond, Diamond Bore Head
railcraft:mow_track_layer:0, Track Layer Cart
railcraft:mow_track_relayer:0, Track Relayer Cart
railcraft:mow_track_remover:0, Track Remover Cart
railcraft:mow_undercutter:0, Undercutter Cart
railcraft:cart_trade_station:0, Trade Station Cart
railcraft:cart_work:0, Work Cart
railcraft:cart_jukebox:0, Jukebox Cart
railcraft:cart_bed:0, Bed Cart
railcraft:battery_nickel_iron, Nickel-Iron Battery
railcraft:battery_nickel_zinc, Nickel-Zinc Battery
railcraft:battery_zinc_carbon, Zinc-Carbon Battery
railcraft:battery_zinc_silver, Zinc-Silver Battery
railcraft:charge_feeder:0, IC2 Charge Feeder Unit
railcraft:charge_feeder:1, Admin Charge Feeder Unit
railcraft:charge_trap, Charge Trap
railcraft:frame, Wire Support Frame
railcraft:steam_turbine:0, Steam Turbine Housing
railcraft:wire, Charge Shunting Wire
railcraft:charge:0, Charge Coil
railcraft:charge:1, Charge Terminal
railcraft:charge:2, Small Charge Wire Spool
railcraft:charge:3, Medium Charge Wire Spool
railcraft:charge:4, Large Charge Wire Spool
railcraft:charge:5, Charge Motor
railcraft:charge:6, Nickel Electrode
railcraft:charge:7, Iron Electrode
railcraft:charge:8, Zinc Electrode
railcraft:charge:9, item.railcraft.charge.electrode.carbon.name
railcraft:charge:10, item.railcraft.charge.electrode.silver.name
railcraft:tool_charge_meter, Charge Meter
railcraft:turbine_blade, Turbine Blade
railcraft:turbine_disk, Turbine Disk
railcraft:turbine_rotor, Turbine Rotor
railcraft:emblem, Emblem
railcraft:anvil:0, Steel Anvil
railcraft:anvil:1, Slightly Damaged Steel Anvil
railcraft:anvil:2, Very Damaged Steel Anvil
railcraft:fuel_coke, Coal Coke
railcraft:coke_oven:0, Coke Oven Brick
railcraft:coke_oven_red:0, tile.railcraft.coke.oven.red.name
railcraft:blast_furnace:0, Blast Furnace Brick
railcraft:rock_crusher:0, Rock Crusher
railcraft:steam_oven:0, Steam Oven
railcraft:tank_iron_gauge:0, Iron Tank Gauge
railcraft:tank_iron_gauge:1, Iron Tank Gauge
railcraft:tank_iron_gauge:2, Iron Tank Gauge
railcraft:tank_iron_gauge:3, Iron Tank Gauge
railcraft:tank_iron_gauge:4, Iron Tank Gauge
railcraft:tank_iron_gauge:5, Iron Tank Gauge
railcraft:tank_iron_gauge:6, Iron Tank Gauge
railcraft:tank_iron_gauge:7, Iron Tank Gauge
railcraft:tank_iron_gauge:8, Iron Tank Gauge
railcraft:tank_iron_gauge:9, Iron Tank Gauge
railcraft:tank_iron_gauge:10, Iron Tank Gauge
railcraft:tank_iron_gauge:11, Iron Tank Gauge
railcraft:tank_iron_gauge:12, Iron Tank Gauge
railcraft:tank_iron_gauge:13, Iron Tank Gauge
railcraft:tank_iron_gauge:14, Iron Tank Gauge
railcraft:tank_iron_gauge:15, Iron Tank Gauge
railcraft:tank_iron_valve:0, Iron Tank Valve
railcraft:tank_iron_valve:1, Iron Tank Valve
railcraft:tank_iron_valve:2, Iron Tank Valve
railcraft:tank_iron_valve:3, Iron Tank Valve
railcraft:tank_iron_valve:4, Iron Tank Valve
railcraft:tank_iron_valve:5, Iron Tank Valve
railcraft:tank_iron_valve:6, Iron Tank Valve
railcraft:tank_iron_valve:7, Iron Tank Valve
railcraft:tank_iron_valve:8, Iron Tank Valve
railcraft:tank_iron_valve:9, Iron Tank Valve
railcraft:tank_iron_valve:10, Iron Tank Valve
railcraft:tank_iron_valve:11, Iron Tank Valve
railcraft:tank_iron_valve:12, Iron Tank Valve
railcraft:tank_iron_valve:13, Iron Tank Valve
railcraft:tank_iron_valve:14, Iron Tank Valve
railcraft:tank_iron_valve:15, Iron Tank Valve
railcraft:tank_iron_wall:0, Iron Tank Wall
railcraft:tank_iron_wall:1, Iron Tank Wall
railcraft:tank_iron_wall:2, Iron Tank Wall
railcraft:tank_iron_wall:3, Iron Tank Wall
railcraft:tank_iron_wall:4, Iron Tank Wall
railcraft:tank_iron_wall:5, Iron Tank Wall
railcraft:tank_iron_wall:6, Iron Tank Wall
railcraft:tank_iron_wall:7, Iron Tank Wall
railcraft:tank_iron_wall:8, Iron Tank Wall
railcraft:tank_iron_wall:9, Iron Tank Wall
railcraft:tank_iron_wall:10, Iron Tank Wall
railcraft:tank_iron_wall:11, Iron Tank Wall
railcraft:tank_iron_wall:12, Iron Tank Wall
railcraft:tank_iron_wall:13, Iron Tank Wall
railcraft:tank_iron_wall:14, Iron Tank Wall
railcraft:tank_iron_wall:15, Iron Tank Wall
railcraft:tank_steel_gauge:0, Steel Tank Gauge
railcraft:tank_steel_gauge:1, Steel Tank Gauge
railcraft:tank_steel_gauge:2, Steel Tank Gauge
railcraft:tank_steel_gauge:3, Steel Tank Gauge
